ticker
005930
000660
005380
373220
012450
207940
402340
034020
000270
329180
105560
028260
068270
055550
042660
006800
032830
012330
267260
035420
015760
006400
009150
086790
010130
009540
042700
272210
010140
005490
298040
316140
051910
010120
064350
035720
066570
086520
000810
011200
196170
138040
096770
000150
247540
267250
000720
024110
034730
000250
047810
003670
086280
033780
017670
079550
352820
277810
030200
003550
278470
071050
010950
047050
018260
005940
323410
307950
039490
259960
000880
005830
298380
090430
003490
058470
950160
016360
009830
003230
377300
007660
180640
443060
326030
000100
141080
006260
087010
052690
161390
064400
310210
032640
028050
028300
267270
029780
128940
078930
011070
001040
214370
454910
175330
240810
241560
138930
034220
001440
021240
271560
047040
039030
004020
022100
251270
450080
036570
062040
051900
018880
082740
032820
263750
347850
066970
226950
031210
439260
489790
111770
095340
002380
140410
103590
035250
336260
088350
043260
214150
000990
403870
302440
319400
011790
108490
012510
237690
357780
214450
440110
353200
083650
097950
017800
010060
036460
011780
036930
005850
014680
011170
475830
058610
004170
009420
012750
457190
103140
071970
068760
023530
003540
051600
084370
028670
139130
476830
064760
009970
145020
178320
005290
001430
081660
026960
008930
139480
204320
097230
002790
000240
030530
383220
017960
001450
041510
003690
112610
005440
323280
120110
089030
004370
257720
000120
011210
031980
004800
035900
004990
218410
039200
099320
018670
067310
030000
023590
375500
458870
282330
192820
038500
006360
020150
456160
069620
098460
065350
483650
319660
347700
140860
069960
101490
462870
361610
222800
115180
006280
085620
174900
006040
161890
060370
001720
232140
073240
078600
124500
082270
000500
048410
008770
160190
437730
003530
007070
445680
397030
005070
001120
417200
032350
376900
085660
003380
298020
189300
080220
034230
001800
229640
090710
020560
195940
007340
007810
030610
294870
466100
330590
077970
322000
475150
131970
035760
004000
281740
388720
007390
127120
007310
082640
295310
348370
388210
003570
052020
389470
181710
005300
012630
100090
253450
122870
484870
082920
000080
100790
089860
476060
300720
131290
095610
036830
036540
166090
293490
185750
137400
183300
285130
328130
213420
032500
161580
365550
056080
204270
222080
006120
000210
171090
249420
001740
096530
075580
003470
030190
126340
010170
499790
280360
071320
010780
192080
005690
044490
298050
003090
486990
137310
000670
052400
006730
014620
003240
089970
187660
468530
032190
084110
420770
451800
005090
376300
036810
358570
195870
074600
100840
281820
057050
078160
192400
009450
317450
033500
036530
248070
015750
108320
253590
003160
033240
079900
056190
086450
079160
348210
003850
004490
102710
000370
033100
064960
023160
348340
006650
214320
002020
086900
241710
112040
456040
336370
050890
025980
002350
093370
009520
114090
001680
060250
001510
214430
025540
001060
003620
001270
475960
014820
069260
448900
399720
121600
287840
009240
130660
007700
005880
102940
225570
027360
372320
293940
381970
002960
042000
